2024-04-05 10:54:03,694 INFO     kb Extreme Gradient Boosting
2024-04-05 11:43:14,864 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 3.367, reg_alpha = 0.0, reg_lambda = 3.554, subsample = 1.0.
2024-04-05 11:43:43,557 INFO     kb time_taken = 28.693 s, boosting_rounds_used = 70. Mean Accuracy : Train - 0.96923, Test - 0.94138.
2024-04-05 11:43:45,646 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 0.0, reg_alpha = 1.401, reg_lambda = 2.216, subsample = 0.5.
2024-04-05 11:44:26,292 INFO     kb time_taken = 40.646 s, boosting_rounds_used = 70. Mean Accuracy : Train - 0.96087, Test - 0.93388.
2024-04-05 11:44:28,125 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 1.136, reg_alpha = 0.0, reg_lambda = 2.559, subsample = 1.0.
2024-04-05 11:45:02,905 INFO     kb time_taken = 34.779 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97789, Test - 0.94296.
2024-04-05 11:45:05,020 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 1.749, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:46:01,717 INFO     kb time_taken = 56.698 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.98986, Test - 0.94285.
2024-04-05 11:46:03,271 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 1.806, learning_rate = 0.9, max_depth = 10, min_child_weight = 1.608, reg_alpha = 0.0, reg_lambda = 3.984, subsample = 1.0.
2024-04-05 11:46:30,305 INFO     kb time_taken = 27.034 s, boosting_rounds_used = 79. Mean Accuracy : Train - 0.9675, Test - 0.94141.
2024-04-05 11:46:31,727 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.2, max_depth = 8, min_child_weight = 0.759, reg_alpha = 0.0, reg_lambda = 2.02, subsample = 1.0.
2024-04-05 11:47:51,012 INFO     kb time_taken = 79.285 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.9591, Test - 0.9353.
2024-04-05 11:47:52,563 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 1.507, learning_rate = 0.9, max_depth = 8, min_child_weight = 1.552, reg_alpha = 0.0, reg_lambda = 1.839, subsample = 1.0.
2024-04-05 11:48:18,431 INFO     kb time_taken = 25.868 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97595, Test - 0.94489.
2024-04-05 11:48:19,514 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.383, learning_rate = 0.9, max_depth = 10, min_child_weight = 2.388, reg_alpha = 1.368, reg_lambda = 2.061, subsample = 1.0.
2024-04-05 11:48:35,024 INFO     kb time_taken = 15.51 s, boosting_rounds_used = 85. Mean Accuracy : Train - 0.9621, Test - 0.94086.
2024-04-05 11:48:35,805 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 2.183, learning_rate = 0.9, max_depth = 7, min_child_weight = 0.99, reg_alpha = 0.0, reg_lambda = 3.365, subsample = 1.0.
2024-04-05 11:49:07,482 INFO     kb time_taken = 31.678 s, boosting_rounds_used = 57. Mean Accuracy : Train - 0.97053, Test - 0.93783.
2024-04-05 11:49:08,274 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 2.126, reg_alpha = 0.0, reg_lambda = 3.787, subsample = 1.0.
2024-04-05 11:49:27,964 INFO     kb time_taken = 19.69 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97408, Test - 0.94414.
2024-04-05 11:49:28,878 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 1.519, learning_rate = 0.9, max_depth = 8, min_child_weight = 0.425, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:49:45,841 INFO     kb time_taken = 16.964 s, boosting_rounds_used = 71. Mean Accuracy : Train - 0.97118, Test - 0.93642.
2024-04-05 11:49:46,659 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 1.182, reg_alpha = 0.0, reg_lambda = 3.792, subsample = 1.0.
2024-04-05 11:50:12,300 INFO     kb time_taken = 25.641 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.98111, Test - 0.94409.
2024-04-05 11:50:13,138 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.597, learning_rate = 0.9, max_depth = 9, min_child_weight = 1.998, reg_alpha = 0.0, reg_lambda = 2.565, subsample = 1.0.
2024-04-05 11:50:30,886 INFO     kb time_taken = 17.748 s, boosting_rounds_used = 42. Mean Accuracy : Train - 0.96701, Test - 0.93844.
2024-04-05 11:50:31,699 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 2.149, reg_alpha = 1.783, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:50:50,031 INFO     kb time_taken = 18.332 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96226, Test - 0.94227.
2024-04-05 11:50:51,094 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 5, min_child_weight = 1.936, reg_alpha = 0.0, reg_lambda = 4.781, subsample = 1.0.
2024-04-05 11:51:05,828 INFO     kb time_taken = 14.735 s, boosting_rounds_used = 89. Mean Accuracy : Train - 0.96085, Test - 0.9404.
2024-04-05 11:51:06,750 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.268, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 5.797, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:51:20,022 INFO     kb time_taken = 13.272 s, boosting_rounds_used = 65. Mean Accuracy : Train - 0.95308, Test - 0.93593.
2024-04-05 11:51:20,974 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 2.144, reg_alpha = 2.222, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:51:39,280 INFO     kb time_taken = 18.306 s, boosting_rounds_used = 52. Mean Accuracy : Train - 0.97005, Test - 0.93953.
2024-04-05 11:51:40,161 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 6, min_child_weight = 3.035, reg_alpha = 0.0, reg_lambda = 2.586, subsample = 1.0.
2024-04-05 11:51:55,370 INFO     kb time_taken = 15.209 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.95946, Test - 0.94005.
2024-04-05 11:51:55,930 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.0, reg_alpha = 5.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:53:13,214 INFO     kb time_taken = 77.285 s, boosting_rounds_used = 49. Mean Accuracy : Train - 0.97723, Test - 0.93383.
2024-04-05 11:53:13,904 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 1.453, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 2.818, subsample = 1.0.
2024-04-05 11:53:37,596 INFO     kb time_taken = 23.692 s, boosting_rounds_used = 76. Mean Accuracy : Train - 0.97588, Test - 0.94241.
2024-04-05 11:53:38,525 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.709, learning_rate = 0.9, max_depth = 7, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 3.098, subsample = 1.0.
2024-04-05 11:54:02,637 INFO     kb time_taken = 24.113 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97918, Test - 0.94423.
2024-04-05 11:54:03,385 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 2.735, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:54:30,035 INFO     kb time_taken = 26.65 s, boosting_rounds_used = 67. Mean Accuracy : Train - 0.97543, Test - 0.93976.
2024-04-05 11:54:30,832 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 4, min_child_weight = 7.5, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:54:45,123 INFO     kb time_taken = 14.291 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.94922, Test - 0.93322.
2024-04-05 11:54:45,884 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 4, min_child_weight = 7.5, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:55:00,297 INFO     kb time_taken = 14.413 s, boosting_rounds_used = 70. Mean Accuracy : Train - 0.9512, Test - 0.93074.
2024-04-05 11:55:00,885 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 1.674, learning_rate = 0.9, max_depth = 8, min_child_weight = 1.613, reg_alpha = 0.851, reg_lambda = 1.422, subsample = 1.0.
2024-04-05 11:55:19,776 INFO     kb time_taken = 18.891 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96802, Test - 0.94273.
2024-04-05 11:55:20,555 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 4.305, learning_rate = 0.9, max_depth = 4, min_child_weight = 2.978, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:55:34,021 INFO     kb time_taken = 13.466 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96087, Test - 0.94028.
2024-04-05 11:55:34,710 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 1.455, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:55:51,611 INFO     kb time_taken = 16.901 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96363, Test - 0.94253.
2024-04-05 11:55:52,446 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:56:21,156 INFO     kb time_taken = 28.71 s, boosting_rounds_used = 81. Mean Accuracy : Train - 0.97294, Test - 0.94282.
2024-04-05 11:56:21,938 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.558, reg_alpha = 1.431, reg_lambda = 3.655, subsample = 1.0.
2024-04-05 11:56:52,045 INFO     kb time_taken = 30.108 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.98034, Test - 0.94227.
2024-04-05 11:56:52,962 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 7.5, reg_alpha = 5.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:57:20,861 INFO     kb time_taken = 27.899 s, boosting_rounds_used = 49. Mean Accuracy : Train - 0.95891, Test - 0.93201.
2024-04-05 11:57:22,049 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 1.237, learning_rate = 0.9, max_depth = 7, min_child_weight = 1.378, reg_alpha = 0.0, reg_lambda = 1.115, subsample = 1.0.
2024-04-05 11:58:07,446 INFO     kb time_taken = 45.398 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.98787, Test - 0.944.
2024-04-05 11:58:08,427 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 4.344, reg_alpha = 5.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 11:58:30,170 INFO     kb time_taken = 21.743 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.95757, Test - 0.9363.
2024-04-05 11:58:30,932 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 4.721, learning_rate = 0.9, max_depth = 4, min_child_weight = 0.0, reg_alpha = 3.214, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 11:58:46,580 INFO     kb time_taken = 15.649 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.94334, Test - 0.93264.
2024-04-05 11:58:47,367 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 1.192, reg_alpha = 0.0, reg_lambda = 2.823, subsample = 1.0.
2024-04-05 11:59:06,794 INFO     kb time_taken = 19.427 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97433, Test - 0.94354.
2024-04-05 11:59:07,713 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 9, min_child_weight = 0.0, reg_alpha = 5.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 12:00:04,047 INFO     kb time_taken = 56.333 s, boosting_rounds_used = 44. Mean Accuracy : Train - 0.97693, Test - 0.93579.
2024-04-05 12:00:04,717 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 10.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 7.5, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:00:14,971 INFO     kb time_taken = 10.255 s, boosting_rounds_used = 17. Mean Accuracy : Train - 0.93736, Test - 0.92325.
2024-04-05 12:00:16,133 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 3.606, reg_alpha = 5.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 12:00:43,730 INFO     kb time_taken = 27.597 s, boosting_rounds_used = 51. Mean Accuracy : Train - 0.96619, Test - 0.93498.
2024-04-05 12:00:44,494 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 5.132, learning_rate = 0.9, max_depth = 6, min_child_weight = 2.634, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 12:01:06,209 INFO     kb time_taken = 21.715 s, boosting_rounds_used = 54. Mean Accuracy : Train - 0.96547, Test - 0.93763.
2024-04-05 12:01:07,146 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 1.872, learning_rate = 0.9, max_depth = 10, min_child_weight = 2.305, reg_alpha = 0.0, reg_lambda = 2.358, subsample = 1.0.
2024-04-05 12:01:22,908 INFO     kb time_taken = 15.763 s, boosting_rounds_used = 66. Mean Accuracy : Train - 0.96798, Test - 0.94129.
2024-04-05 12:01:23,544 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 4.85, learning_rate = 0.9, max_depth = 4, min_child_weight = 7.5, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 12:01:36,128 INFO     kb time_taken = 12.583 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.93688, Test - 0.92397.
2024-04-05 12:01:36,847 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 2.16, learning_rate = 0.9, max_depth = 7, min_child_weight = 1.906, reg_alpha = 0.0, reg_lambda = 1.822, subsample = 1.0.
2024-04-05 12:01:50,798 INFO     kb time_taken = 13.95 s, boosting_rounds_used = 85. Mean Accuracy : Train - 0.95982, Test - 0.93991.
2024-04-05 12:01:52,493 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 1.15, learning_rate = 0.9, max_depth = 8, min_child_weight = 1.034, reg_alpha = 1.042, reg_lambda = 0.582, subsample = 1.0.
2024-04-05 12:02:31,737 INFO     kb time_taken = 39.244 s, boosting_rounds_used = 59. Mean Accuracy : Train - 0.98098, Test - 0.94005.
2024-04-05 12:02:32,650 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 2.734, reg_alpha = 1.938, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:03:00,365 INFO     kb time_taken = 27.716 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.9709, Test - 0.9397.
2024-04-05 12:03:01,467 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 4.093, reg_alpha = 2.349, reg_lambda = 3.304, subsample = 1.0.
2024-04-05 12:03:24,503 INFO     kb time_taken = 23.036 s, boosting_rounds_used = 57. Mean Accuracy : Train - 0.96811, Test - 0.93723.
2024-04-05 12:03:25,512 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.6, reg_alpha = 0.0, reg_lambda = 2.379, subsample = 1.0.
2024-04-05 12:03:45,975 INFO     kb time_taken = 20.464 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97602, Test - 0.94429.
2024-04-05 12:03:47,044 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.862, learning_rate = 0.9, max_depth = 4, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:04:51,373 INFO     kb time_taken = 64.329 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96827, Test - 0.93919.
2024-04-05 12:04:52,258 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 2.149, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.975, reg_alpha = 0.0, reg_lambda = 1.825, subsample = 1.0.
2024-04-05 12:05:07,636 INFO     kb time_taken = 15.378 s, boosting_rounds_used = 70. Mean Accuracy : Train - 0.97216, Test - 0.94129.
2024-04-05 12:05:08,478 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 4, min_child_weight = 3.879, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:05:30,584 INFO     kb time_taken = 22.106 s, boosting_rounds_used = 76. Mean Accuracy : Train - 0.95619, Test - 0.93639.
2024-04-05 12:05:31,503 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 2.497, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 12:06:08,198 INFO     kb time_taken = 36.695 s, boosting_rounds_used = 73. Mean Accuracy : Train - 0.98622, Test - 0.94054.
2024-04-05 12:06:09,140 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 6.148, learning_rate = 0.2, max_depth = 10, min_child_weight = 7.5, reg_alpha = 0.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 12:06:36,930 INFO     kb time_taken = 27.79 s, boosting_rounds_used = 79. Mean Accuracy : Train - 0.94717, Test - 0.93192.
2024-04-05 12:06:37,865 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 4, min_child_weight = 0.0, reg_alpha = 5.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:07:07,124 INFO     kb time_taken = 29.259 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.95714, Test - 0.93604.
2024-04-05 12:07:08,198 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 1.489, reg_alpha = 0.0, reg_lambda = 4.087, subsample = 0.5.
2024-04-05 12:07:22,116 INFO     kb time_taken = 13.919 s, boosting_rounds_used = 69. Mean Accuracy : Train - 0.95048, Test - 0.93463.
2024-04-05 12:07:23,013 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 1.17, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.0, reg_alpha = 1.324, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:07:41,609 INFO     kb time_taken = 18.595 s, boosting_rounds_used = 72. Mean Accuracy : Train - 0.96383, Test - 0.93893.
2024-04-05 12:07:42,783 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 1.417, learning_rate = 0.9, max_depth = 10, min_child_weight = 3.363, reg_alpha = 1.321, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:08:04,805 INFO     kb time_taken = 22.022 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96465, Test - 0.93803.
2024-04-05 12:08:05,814 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 9, min_child_weight = 1.254, reg_alpha = 1.615, reg_lambda = 4.331, subsample = 1.0.
2024-04-05 12:08:27,586 INFO     kb time_taken = 21.772 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97196, Test - 0.94115.
2024-04-05 12:08:28,526 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 3.67, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:08:47,866 INFO     kb time_taken = 19.341 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96563, Test - 0.94187.
2024-04-05 12:08:48,952 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.2, max_depth = 10, min_child_weight = 7.5, reg_alpha = 0.0, reg_lambda = 1.537, subsample = 1.0.
2024-04-05 12:09:28,524 INFO     kb time_taken = 39.571 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.95564, Test - 0.93659.
2024-04-05 12:09:30,253 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 10, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 3.351, subsample = 1.0.
2024-04-05 12:11:39,945 INFO     kb time_taken = 129.692 s, boosting_rounds_used = 74. Mean Accuracy : Train - 0.99438, Test - 0.94215.
2024-04-05 12:11:40,845 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 6, min_child_weight = 0.0, reg_alpha = 0.0, reg_lambda = 4.399, subsample = 1.0.
2024-04-05 12:12:11,485 INFO     kb time_taken = 30.64 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.97544, Test - 0.94175.
2024-04-05 12:12:12,251 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 4, min_child_weight = 0.0, reg_alpha = 5.0, reg_lambda = 0.0, subsample = 1.0.
2024-04-05 12:13:10,920 INFO     kb time_taken = 58.669 s, boosting_rounds_used = 77. Mean Accuracy : Train - 0.96188, Test - 0.93602.
2024-04-05 12:13:11,726 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.88, learning_rate = 0.9, max_depth = 7, min_child_weight = 0.801, reg_alpha = 0.0, reg_lambda = 1.761, subsample = 1.0.
2024-04-05 12:13:38,463 INFO     kb time_taken = 26.737 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.98389, Test - 0.94437.
2024-04-05 12:13:39,265 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 6, min_child_weight = 1.964, reg_alpha = 0.0, reg_lambda = 4.052, subsample = 1.0.
2024-04-05 12:13:58,266 INFO     kb time_taken = 19.0 s, boosting_rounds_used = 100. Mean Accuracy : Train - 0.96639, Test - 0.94045.
2024-04-05 12:13:59,035 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 8, min_child_weight = 7.5, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:14:29,633 INFO     kb time_taken = 30.599 s, boosting_rounds_used = 54. Mean Accuracy : Train - 0.96554, Test - 0.93331.
2024-04-05 12:14:30,393 INFO     kb Current Parameters : colsample_bylevel = 1.0, colsample_bynode = 1.0, colsample_bytree = 0.2, gamma = 0.0, learning_rate = 0.9, max_depth = 7, min_child_weight = 3.287, reg_alpha = 0.0, reg_lambda = 5.0, subsample = 1.0.
2024-04-05 12:14:54,236 INFO     kb time_taken = 23.843 s, boosting_rounds_used = 91. Mean Accuracy : Train - 0.97269, Test - 0.9408.
2024-04-05 12:14:55,393 INFO     kb Current Parameters : colsample_bylevel = 0.2, colsample_bynode = 0.2, colsample_bytree = 1.0, gamma = 0.0, learning_rate = 0.9, max_depth = 9, min_child_weight = 1.06, reg_alpha = 0.342, reg_lambda = 0.933, subsample = 1.0.
